store_id,store_name,region,format,date,revenue,transactions,avg_ticket_usd,mobile_order_pct,drive_thru_pct
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-10-08,29583.39,3695,8.01,0.384,0.09
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-10-15,32819.08,4254,7.71,0.323,0.053
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-10-22,29116.0,3646,7.99,0.282,0.038
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-10-29,25777.98,3330,7.74,0.425,0.059
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-11-05,24955.87,2817,8.86,0.402,0.05
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-11-12,27146.23,3129,8.68,0.391,0.043
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-11-19,25372.17,3271,7.76,0.285,0.036
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-11-26,28750.48,3500,8.21,0.447,0.061
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-12-03,35200.12,4414,7.97,0.243,0.015
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-12-10,29635.83,3764,7.87,0.286,0.017
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-12-17,29991.23,3227,9.29,0.238,0.052
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-12-24,31637.84,4096,7.72,0.312,0.097
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2023-12-31,30940.81,3351,9.23,0.408,0.026
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-01-07,27946.73,2986,9.36,0.348,0.057
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-01-14,25152.42,3120,8.06,0.397,0.019
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-01-21,25557.44,3001,8.52,0.276,0.011
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-01-28,23588.77,2704,8.72,0.286,0.058
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-02-04,26875.11,3137,8.57,0.232,0.034
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-02-11,24711.18,3180,7.77,0.235,0.099
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-02-18,28901.89,3608,8.01,0.377,0.076
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-02-25,25909.67,2981,8.69,0.328,0.041
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-03-03,28090.67,3066,9.16,0.442,0.012
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-03-10,26616.24,2969,8.96,0.436,0.018
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-03-17,27163.65,3140,8.65,0.414,0.014
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-03-24,26705.77,2937,9.09,0.266,0.016
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-03-31,27745.51,3142,8.83,0.34,0.036
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-04-07,26204.34,2831,9.26,0.31,0.082
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-04-14,23147.94,2747,8.43,0.289,0.075
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-04-21,25094.72,2950,8.51,0.273,0.09
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-04-28,28567.58,3067,9.31,0.364,0.012
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-05-05,22820.95,2433,9.38,0.364,0.033
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-05-12,27639.76,3162,8.74,0.343,0.089
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-05-19,26215.11,2888,9.08,0.255,0.031
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-05-26,28569.33,3775,7.57,0.351,0.076
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-06-02,27412.56,2962,9.25,0.299,0.082
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-06-09,28609.13,3145,9.1,0.254,0.023
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-06-16,27162.15,3036,8.95,0.386,0.064
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-06-23,30003.9,3748,8.01,0.3,0.018
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-06-30,32990.92,3540,9.32,0.354,0.04
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-07-07,30495.69,3906,7.81,0.355,0.051
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-07-14,29046.54,3329,8.73,0.224,0.087
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-07-21,29383.3,3303,8.9,0.432,0.071
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-07-28,30641.43,3925,7.81,0.353,0.061
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-08-04,32412.01,3459,9.37,0.433,0.045
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-08-11,28116.51,3638,7.73,0.447,0.084
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-08-18,29273.75,3371,8.68,0.312,0.005
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-08-25,31393.46,3842,8.17,0.405,0.0
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-09-01,25087.12,2925,8.58,0.432,0.035
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-09-08,23872.32,2913,8.2,0.39,0.045
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-09-15,26509.37,3406,7.78,0.261,0.05
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-09-22,24159.06,2897,8.34,0.43,0.036
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-09-29,30494.53,4051,7.53,0.373,0.018
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-10-06,29129.21,3091,9.42,0.254,0.041
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-10-13,31863.65,4173,7.64,0.392,0.021
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-10-20,27111.92,2916,9.3,0.267,0.019
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-10-27,26938.1,3121,8.63,0.235,0.078
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-11-03,25972.93,3089,8.41,0.341,0.044
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-11-10,29355.1,3758,7.81,0.262,0.086
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-11-17,23081.29,2457,9.39,0.306,0.027
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-11-24,24901.01,3297,7.55,0.256,0.072
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-12-01,34858.56,3953,8.82,0.226,0.022
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-12-08,32618.55,4326,7.54,0.244,0.08
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-12-15,28596.01,3639,7.86,0.37,0.024
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-12-22,30527.65,3412,8.95,0.417,0.083
S-0002,Starbucks Charlotte #2,Southeast,Cafe,2024-12-29,30235.33,3645,8.3,0.374,0.02
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-01-01,28120.96,3736,7.53,0.24,0.021
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-01-08,26414.96,3497,7.55,0.262,0.058
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-01-15,28746.41,3146,9.14,0.299,0.026
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-01-22,26650.53,3226,8.26,0.356,0.027
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-01-29,24579.99,2856,8.61,0.32,0.029
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-02-05,30316.56,3226,9.4,0.396,0.014
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-02-12,26928.87,2898,9.29,0.404,0.043
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-02-19,29085.24,3854,7.55,0.282,0.054
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-02-26,24451.93,3143,7.78,0.412,0.098
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-03-05,28404.77,3321,8.55,0.259,0.027
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-03-12,27370.15,3400,8.05,0.347,0.065
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-03-19,25150.88,2745,9.16,0.267,0.001
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-03-26,27483.9,3158,8.7,0.373,0.018
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-04-02,28857.29,3093,9.33,0.316,0.038
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-04-09,25819.09,3296,7.83,0.39,0.008
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-04-16,27049.31,3106,8.71,0.276,0.039
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-04-23,25255.09,2825,8.94,0.288,0.057
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-04-30,24445.32,2892,8.45,0.373,0.094
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-05-07,25377.7,3355,7.56,0.28,0.06
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-05-14,28323.59,3725,7.6,0.334,0.06
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-05-21,29172.13,3782,7.71,0.237,0.073
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-05-28,25671.0,3023,8.49,0.378,0.043
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-06-04,30604.66,3363,9.1,0.38,0.027
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-06-11,28011.89,3227,8.68,0.303,0.009
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-06-18,29008.07,3685,7.87,0.345,0.087
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-06-25,30426.92,3394,8.96,0.406,0.066
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-07-02,30862.2,3858,8.0,0.333,0.022
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-07-09,30097.28,3176,9.48,0.437,0.004
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-07-16,30036.94,3820,7.86,0.351,0.092
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-07-23,29583.93,3909,7.57,0.38,0.03
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-07-30,29079.26,3152,9.23,0.414,0.032
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-08-06,30551.08,3336,9.16,0.229,0.06
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-08-13,28273.11,3693,7.66,0.38,0.034
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-08-20,28528.92,3187,8.95,0.235,0.032
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-08-27,32113.57,3946,8.14,0.364,0.089
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-09-03,27371.49,3134,8.73,0.274,0.002
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-09-10,27155.52,2895,9.38,0.404,0.1
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-09-17,29013.76,3537,8.2,0.396,0.04
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-09-24,31344.92,3389,9.25,0.446,0.077
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-10-01,26314.24,3156,8.34,0.317,0.074
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-10-08,26205.85,3192,8.21,0.286,0.03
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-10-15,26467.43,3322,7.97,0.23,0.002
M-0003,Starbucks Detroit #3,Midwest,Cafe,2023-10-22,26934.45,3257,8.27,0.376,0.022
