item_id,item_name,category,region,date,stock_units,reorder_point,below_reorder,waste_units,shrinkage_pct
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-07-30,27,75,True,1,0.0394
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-08-06,90,75,False,0,0.039
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-08-13,86,75,False,4,0.028
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-08-20,89,75,False,3,0.0298
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-08-27,93,75,False,3,0.0199
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-09-03,85,75,False,4,0.0387
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-09-10,42,75,True,0,0.0198
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-09-17,117,75,False,5,0.0134
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-09-24,107,75,False,5,0.009
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-10-01,54,75,True,2,0.0123
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-10-08,87,75,False,3,0.025
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-10-15,150,75,False,0,0.0136
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-10-22,87,75,False,2,0.0279
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-10-29,63,75,True,3,0.0184
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-11-05,92,75,False,3,0.036
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-11-12,123,75,False,3,0.0245
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-11-19,64,75,True,3,0.0268
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-11-26,53,75,True,2,0.0245
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-12-03,31,75,True,1,0.036
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-12-10,141,75,False,5,0.0072
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-12-17,33,75,True,0,0.0074
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-12-24,89,75,False,1,0.0296
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2023-12-31,60,75,True,1,0.0319
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-01-07,16,75,True,0,0.0202
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-01-14,72,75,True,3,0.0173
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-01-21,28,75,True,1,0.0147
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-01-28,116,75,False,5,0.0132
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-02-04,59,75,True,2,0.0369
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-02-11,108,75,False,3,0.0153
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-02-18,112,75,False,1,0.0277
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-02-25,47,75,True,2,0.0325
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-03-03,11,75,True,0,0.0058
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-03-10,118,75,False,1,0.0062
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-03-17,55,75,True,2,0.0167
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-03-24,142,75,False,7,0.0294
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-03-31,22,75,True,0,0.0141
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-04-07,41,75,True,1,0.0051
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-04-14,44,75,True,1,0.0151
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-04-21,145,75,False,5,0.0082
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-04-28,123,75,False,4,0.0127
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-05-05,139,75,False,3,0.0167
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-05-12,150,75,False,7,0.0095
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-05-19,50,75,True,2,0.0297
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-05-26,131,75,False,3,0.014
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-06-02,76,75,False,1,0.0281
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-06-09,80,75,False,4,0.026
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-06-16,134,75,False,5,0.0364
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-06-23,71,75,True,2,0.0081
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-06-30,122,75,False,0,0.0125
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-07-07,83,75,False,1,0.0353
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-07-14,79,75,False,2,0.0338
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-07-21,91,75,False,4,0.0117
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-07-28,30,75,True,0,0.0088
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-08-04,48,75,True,0,0.035
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-08-11,108,75,False,5,0.0112
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-08-18,49,75,True,2,0.0355
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-08-25,64,75,True,0,0.0386
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-09-01,116,75,False,3,0.0127
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-09-08,94,75,False,4,0.0344
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-09-15,129,75,False,3,0.0198
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-09-22,25,75,True,0,0.0326
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-09-29,117,75,False,3,0.0193
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-10-06,15,75,True,1,0.0075
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-10-13,132,75,False,0,0.0299
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-10-20,100,75,False,2,0.0103
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-10-27,109,75,False,3,0.0374
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-11-03,147,75,False,3,0.0196
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-11-10,134,75,False,1,0.0079
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-11-17,79,75,False,3,0.013
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-11-24,134,75,False,0,0.0352
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-12-01,109,75,False,2,0.0162
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-12-08,113,75,False,5,0.035
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-12-15,52,75,True,1,0.011
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-12-22,42,75,True,2,0.0214
INV-001,Espresso Beans - Dark Roast,Ingredients,Northeast,2024-12-29,146,75,False,0,0.0357
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-01-01,110,75,False,4,0.0067
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-01-08,16,75,True,0,0.0156
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-01-15,119,75,False,1,0.0368
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-01-22,128,75,False,1,0.0259
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-01-29,22,75,True,1,0.0301
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-02-05,107,75,False,2,0.0345
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-02-12,64,75,True,3,0.0233
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-02-19,93,75,False,2,0.0346
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-02-26,107,75,False,2,0.0274
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-03-05,117,75,False,2,0.029
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-03-12,30,75,True,1,0.0103
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-03-19,14,75,True,0,0.0379
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-03-26,99,75,False,1,0.0329
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-04-02,27,75,True,0,0.0139
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-04-09,17,75,True,0,0.0253
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-04-16,61,75,True,0,0.0182
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-04-23,49,75,True,0,0.0281
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-04-30,42,75,True,1,0.0398
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-05-07,39,75,True,0,0.0066
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-05-14,129,75,False,5,0.0383
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-05-21,75,75,False,2,0.0075
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-05-28,52,75,True,2,0.0211
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-06-04,39,75,True,0,0.0219
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-06-11,89,75,False,0,0.0144
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-06-18,16,75,True,1,0.0248
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-06-25,106,75,False,3,0.0342
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-07-02,60,75,True,0,0.0153
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-07-09,72,75,True,0,0.0075
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-07-16,87,75,False,4,0.0271
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-07-23,40,75,True,2,0.0313
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-07-30,20,75,True,1,0.0384
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-08-06,146,75,False,6,0.0106
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-08-13,104,75,False,0,0.0365
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-08-20,139,75,False,5,0.0219
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-08-27,97,75,False,0,0.0133
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-09-03,117,75,False,3,0.0387
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-09-10,37,75,True,1,0.0133
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-09-17,102,75,False,5,0.0307
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-09-24,127,75,False,5,0.0325
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-10-01,49,75,True,1,0.0201
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-10-08,55,75,True,2,0.0291
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-10-15,143,75,False,4,0.025
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-10-22,147,75,False,7,0.0117
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-10-29,129,75,False,3,0.0316
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-11-05,78,75,False,2,0.0375
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-11-12,72,75,True,0,0.0221
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-11-19,81,75,False,3,0.0398
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-11-26,72,75,True,3,0.02
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-12-03,107,75,False,2,0.0218
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-12-10,17,75,True,1,0.0286
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-12-17,93,75,False,1,0.0115
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-12-24,134,75,False,1,0.0366
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2023-12-31,100,75,False,2,0.033
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-01-07,97,75,False,2,0.0355
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-01-14,80,75,False,4,0.0263
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-01-21,12,75,True,0,0.0359
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-01-28,31,75,True,0,0.0288
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-02-04,114,75,False,3,0.0229
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-02-11,71,75,True,3,0.0376
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-02-18,135,75,False,3,0.0204
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-02-25,14,75,True,0,0.0225
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-03-03,85,75,False,1,0.0109
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-03-10,113,75,False,5,0.0382
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-03-17,72,75,True,2,0.0127
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-03-24,104,75,False,3,0.012
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-03-31,145,75,False,5,0.0085
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-04-07,118,75,False,5,0.0209
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-04-14,150,75,False,5,0.0146
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-04-21,100,75,False,5,0.0309
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-04-28,126,75,False,2,0.0158
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-05-05,88,75,False,2,0.0302
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-05-12,69,75,True,0,0.0119
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-05-19,59,75,True,1,0.013
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-05-26,40,75,True,2,0.0332
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-06-02,147,75,False,2,0.018
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-06-09,59,75,True,0,0.0089
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-06-16,133,75,False,2,0.0386
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-06-23,144,75,False,4,0.0112
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-06-30,35,75,True,0,0.0103
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-07-07,85,75,False,1,0.0175
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-07-14,102,75,False,1,0.0083
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-07-21,87,75,False,0,0.0104
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-07-28,146,75,False,2,0.0346
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-08-04,80,75,False,0,0.011
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-08-11,23,75,True,1,0.0089
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-08-18,42,75,True,2,0.0358
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-08-25,135,75,False,0,0.0205
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-09-01,13,75,True,1,0.0105
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-09-08,130,75,False,3,0.0254
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-09-15,122,75,False,2,0.0065
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-09-22,57,75,True,0,0.02
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-09-29,74,75,True,3,0.0257
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-10-06,39,75,True,0,0.0385
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-10-13,112,75,False,3,0.0164
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-10-20,28,75,True,0,0.0318
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-10-27,48,75,True,0,0.0096
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-11-03,87,75,False,0,0.0202
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-11-10,73,75,True,0,0.0128
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-11-17,116,75,False,4,0.0222
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-11-24,67,75,True,3,0.0196
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-12-01,125,75,False,3,0.0393
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-12-08,86,75,False,4,0.0371
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-12-15,119,75,False,2,0.0254
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-12-22,25,75,True,0,0.0112
INV-001,Espresso Beans - Dark Roast,Ingredients,Southeast,2024-12-29,63,75,True,1,0.0245
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-01-01,77,75,False,0,0.0327
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-01-08,50,75,True,0,0.0063
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-01-15,54,75,True,2,0.0202
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-01-22,29,75,True,0,0.0065
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-01-29,10,75,True,1,0.0135
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-02-05,125,75,False,5,0.0082
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-02-12,130,75,False,2,0.0386
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-02-19,18,75,True,0,0.0109
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-02-26,83,75,False,2,0.0103
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-03-05,126,75,False,0,0.039
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-03-12,69,75,True,2,0.0231
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-03-19,60,75,True,3,0.0315
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-03-26,39,75,True,0,0.0165
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-04-02,48,75,True,1,0.0237
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-04-09,46,75,True,0,0.0052
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-04-16,25,75,True,0,0.0193
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-04-23,88,75,False,4,0.0244
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-04-30,83,75,False,3,0.023
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-05-07,41,75,True,1,0.0192
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-05-14,87,75,False,3,0.0326
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-05-21,79,75,False,3,0.0226
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-05-28,122,75,False,0,0.0273
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-06-04,20,75,True,1,0.0115
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-06-11,92,75,False,4,0.0352
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-06-18,74,75,True,0,0.0177
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-06-25,33,75,True,0,0.0219
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-07-02,15,75,True,1,0.0173
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-07-09,20,75,True,0,0.0362
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-07-16,130,75,False,4,0.0365
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-07-23,123,75,False,2,0.0128
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-07-30,56,75,True,2,0.0313
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-08-06,121,75,False,5,0.0086
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-08-13,135,75,False,0,0.006
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-08-20,130,75,False,2,0.0343
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-08-27,114,75,False,2,0.0096
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-09-03,92,75,False,0,0.0104
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-09-10,51,75,True,1,0.0262
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-09-17,115,75,False,5,0.0336
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-09-24,136,75,False,2,0.0116
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-10-01,112,75,False,4,0.009
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-10-08,19,75,True,1,0.0077
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-10-15,32,75,True,1,0.0059
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-10-22,74,75,True,2,0.0091
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-10-29,39,75,True,1,0.038
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-11-05,141,75,False,0,0.0083
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-11-12,148,75,False,7,0.0259
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-11-19,115,75,False,0,0.0372
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-11-26,58,75,True,2,0.027
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-12-03,102,75,False,4,0.0061
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-12-10,137,75,False,5,0.0259
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-12-17,123,75,False,6,0.0366
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-12-24,23,75,True,0,0.0163
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2023-12-31,78,75,False,1,0.016
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2024-01-07,83,75,False,3,0.0137
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2024-01-14,134,75,False,0,0.0227
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2024-01-21,17,75,True,0,0.0133
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2024-01-28,50,75,True,1,0.0303
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2024-02-04,13,75,True,1,0.0276
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2024-02-11,33,75,True,0,0.019
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2024-02-18,39,75,True,1,0.0303
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2024-02-25,40,75,True,2,0.0084
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2024-03-03,49,75,True,1,0.0312
INV-001,Espresso Beans - Dark Roast,Ingredients,Midwest,2024-03-10,84,75,False,4,0.0261
